User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag
USR00035,SES00035,Browse,2026-01-29 03:37:27,Tablet,US,Social Media,Electronics,0.0,Yes
USR00035,SES00035,Add to Cart,2026-01-29 03:40:27,Mobile,India,Social Media,Grocery,0.0,Yes
USR00036,SES00036,Browse,2026-01-11 13:07:38,Tablet,UK,Email,Electronics,0.0,Yes
USR00036,SES00036,Add to Cart,2026-01-11 13:11:38,Tablet,US,Social Media,Books,0.0,Yes
USR00037,SES00037,Browse,2026-01-07 18:23:47,Tablet,India,Organic,Clothing,0.0,Yes
USR00038,SES00038,Browse,2026-02-01 03:58:37,Desktop,Germany,Organic,Books,0.0,Yes
USR00038,SES00038,Add to Cart,2026-02-01 04:00:37,Tablet,Germany,Paid Ads,Clothing,0.0,Yes
USR00039,SES00039,Browse,2026-01-09 01:57:39,Mobile,US,Organic,Electronics,0.0,Yes
USR00040,SES00040,Browse,2026-01-12 04:55:06,Mobile,US,Social Media,Electronics,0.0,Yes
USR00040,SES00040,Add to Cart,2026-01-12 04:57:06,Tablet,Germany,Organic,Electronics,0.0,Yes
USR00041,SES00041,Browse,2026-01-09 06:33:31,Desktop,Germany,Email,Electronics,0.0,Yes
USR00041,SES00041,Add to Cart,2026-01-09 06:35:31,Tablet,Germany,Organic,Clothing,0.0,Yes
USR00042,SES00042,Browse,2026-01-22 14:39:40,Tablet,US,Email,Books,0.0,Yes
USR00043,SES00043,Browse,2026-01-26 19:04:53,Desktop,Germany,Organic,Books,0.0,Yes
USR00044,SES00044,Browse,2026-01-13 19:57:34,Desktop,US,Email,Clothing,0.0,Yes
USR00045,SES00045,Browse,2026-01-27 15:28:24,Mobile,UK,Social Media,Electronics,0.0,Yes
USR00045,SES00045,Add to Cart,2026-01-27 15:31:24,Tablet,UK,Organic,Clothing,0.0,Yes
USR00045,SES00045,Checkout,2026-01-27 15:34:24,Tablet,Germany,Social Media,Grocery,0.0,Yes
USR00046,SES00046,Browse,2026-01-26 16:25:36,Tablet,India,Email,Grocery,0.0,Yes
USR00047,SES00047,Browse,2026-01-06 00:17:54,Desktop,UK,Organic,Electronics,0.0,No
USR00047,SES00047,Add to Cart,2026-01-06 00:22:54,Mobile,US,Paid Ads,Grocery,0.0,No
USR00047,SES00047,Checkout,2026-01-06 00:25:54,Desktop,US,Email,Books,0.0,No
USR00047,SES00047,Purchase,2026-01-06 00:29:54,Desktop,UK,Paid Ads,Grocery,995.24,No
USR00048,SES00048,Browse,2026-01-23 09:01:22,Mobile,US,Paid Ads,Books,0.0,Yes
USR00048,SES00048,Add to Cart,2026-01-23 09:03:22,Tablet,India,Paid Ads,Electronics,0.0,Yes
USR00048,SES00048,Checkout,2026-01-23 09:05:22,Tablet,Germany,Organic,Grocery,0.0,Yes
USR00049,SES00049,Browse,2026-01-22 20:31:55,Mobile,UK,Social Media,Electronics,0.0,Yes
USR00050,SES00050,Browse,2026-01-30 15:14:03,Desktop,Germany,Paid Ads,Electronics,0.0,Yes
USR00051,SES00051,Browse,2026-01-31 06:48:26,Desktop,UK,Social Media,Clothing,0.0,No
USR00051,SES00051,Add to Cart,2026-01-31 06:52:26,Tablet,India,Social Media,Electronics,0.0,No
USR00051,SES00051,Checkout,2026-01-31 06:54:26,Desktop,US,Organic,Clothing,0.0,No
USR00051,SES00051,Purchase,2026-01-31 06:56:26,Tablet,India,Paid Ads,Grocery,1060.55,No
USR00052,SES00052,Browse,2026-01-10 20:01:20,Desktop,India,Social Media,Grocery,0.0,No
USR00052,SES00052,Add to Cart,2026-01-10 20:06:20,Tablet,Germany,Social Media,Books,0.0,No
USR00052,SES00052,Checkout,2026-01-10 20:09:20,Mobile,Germany,Paid Ads,Clothing,0.0,No
USR00052,SES00052,Purchase,2026-01-10 20:12:20,Desktop,US,Paid Ads,Grocery,967.9,No
USR00053,SES00053,Browse,2026-01-03 07:53:21,Tablet,UK,Organic,Clothing,0.0,Yes
USR00054,SES00054,Browse,2026-01-10 06:30:23,Mobile,India,Email,Electronics,0.0,No
USR00054,SES00054,Add to Cart,2026-01-10 06:35:23,Tablet,UK,Email,Electronics,0.0,No
USR00054,SES00054,Checkout,2026-01-10 06:37:23,Tablet,India,Paid Ads,Books,0.0,No
USR00054,SES00054,Purchase,2026-01-10 06:40:23,Mobile,India,Email,Grocery,1878.34,No
USR00055,SES00055,Browse,2026-01-06 07:41:03,Mobile,India,Organic,Grocery,0.0,Yes
USR00055,SES00055,Add to Cart,2026-01-06 07:46:03,Mobile,US,Paid Ads,Clothing,0.0,Yes
USR00055,SES00055,Checkout,2026-01-06 07:51:03,Mobile,US,Organic,Clothing,0.0,Yes
USR00056,SES00056,Browse,2026-01-10 12:53:17,Desktop,UK,Email,Grocery,0.0,Yes
USR00057,SES00057,Browse,2026-01-16 15:25:11,Mobile,US,Social Media,Electronics,0.0,Yes
USR00057,SES00057,Add to Cart,2026-01-16 15:29:11,Mobile,India,Organic,Clothing,0.0,Yes
USR00058,SES00058,Browse,2026-01-14 16:53:36,Desktop,India,Social Media,Books,0.0,Yes
USR00058,SES00058,Add to Cart,2026-01-14 16:56:36,Desktop,US,Email,Books,0.0,Yes
USR00058,SES00058,Checkout,2026-01-14 17:00:36,Tablet,India,Organic,Clothing,0.0,Yes
USR00059,SES00059,Browse,2026-01-20 22:35:55,Desktop,India,Email,Books,0.0,No
USR00059,SES00059,Add to Cart,2026-01-20 22:38:55,Desktop,Germany,Paid Ads,Clothing,0.0,No
USR00059,SES00059,Checkout,2026-01-20 22:43:55,Mobile,Germany,Paid Ads,Grocery,0.0,No
USR00059,SES00059,Purchase,2026-01-20 22:45:55,Tablet,India,Paid Ads,Grocery,1555.41,No
USR00060,SES00060,Browse,2026-01-27 06:32:49,Tablet,UK,Email,Books,0.0,Yes
USR00060,SES00060,Add to Cart,2026-01-27 06:37:49,Mobile,US,Organic,Books,0.0,Yes
USR00061,SES00061,Browse,2026-01-13 08:24:00,Mobile,Germany,Paid Ads,Grocery,0.0,Yes
USR00061,SES00061,Add to Cart,2026-01-13 08:26:00,Mobile,India,Paid Ads,Clothing,0.0,Yes
USR00061,SES00061,Checkout,2026-01-13 08:28:00,Mobile,India,Paid Ads,Books,0.0,Yes
USR00062,SES00062,Browse,2026-01-03 16:36:11,Mobile,Germany,Organic,Clothing,0.0,Yes
USR00063,SES00063,Browse,2026-01-27 03:54:13,Desktop,Germany,Social Media,Books,0.0,Yes
USR00063,SES00063,Add to Cart,2026-01-27 03:58:13,Mobile,Germany,Email,Grocery,0.0,Yes
USR00063,SES00063,Checkout,2026-01-27 04:01:13,Desktop,US,Organic,Clothing,0.0,Yes
USR00064,SES00064,Browse,2026-01-04 12:43:04,Tablet,UK,Social Media,Electronics,0.0,Yes
USR00065,SES00065,Browse,2026-01-19 13:29:02,Mobile,UK,Social Media,Grocery,0.0,Yes
USR00066,SES00066,Browse,2026-01-16 06:31:55,Mobile,India,Paid Ads,Grocery,0.0,Yes
USR00067,SES00067,Browse,2026-01-17 10:22:06,Desktop,UK,Social Media,Books,0.0,No
USR00067,SES00067,Add to Cart,2026-01-17 10:27:06,Tablet,US,Email,Clothing,0.0,No
USR00067,SES00067,Checkout,2026-01-17 10:29:06,Mobile,Germany,Paid Ads,Electronics,0.0,No
USR00067,SES00067,Purchase,2026-01-17 10:32:06,Tablet,Germany,Paid Ads,Clothing,1111.31,No
USR00068,SES00068,Browse,2026-01-04 02:26:40,Desktop,Germany,Social Media,Clothing,0.0,Yes
USR00068,SES00068,Add to Cart,2026-01-04 02:30:40,Desktop,India,Organic,Grocery,0.0,Yes
USR00069,SES00069,Browse,2026-01-18 08:40:19,Tablet,India,Email,Grocery,0.0,No
USR00069,SES00069,Add to Cart,2026-01-18 08:43:19,Desktop,Germany,Social Media,Grocery,0.0,No
USR00069,SES00069,Checkout,2026-01-18 08:45:19,Desktop,India,Social Media,Books,0.0,No
USR00069,SES00069,Purchase,2026-01-18 08:50:19,Desktop,UK,Email,Grocery,1911.35,No
USR00070,SES00070,Browse,2026-01-14 10:18:11,Desktop,US,Social Media,Electronics,0.0,Yes
USR00070,SES00070,Add to Cart,2026-01-14 10:21:11,Desktop,US,Organic,Grocery,0.0,Yes
USR00071,SES00071,Browse,2026-01-26 01:09:22,Mobile,UK,Social Media,Electronics,0.0,Yes
USR00071,SES00071,Add to Cart,2026-01-26 01:12:22,Desktop,US,Email,Electronics,0.0,Yes
USR00072,SES00072,Browse,2026-01-05 20:16:02,Desktop,US,Email,Grocery,0.0,Yes
USR00072,SES00072,Add to Cart,2026-01-05 20:21:02,Tablet,Germany,Organic,Books,0.0,Yes
USR00073,SES00073,Browse,2026-01-28 22:45:27,Tablet,Germany,Email,Books,0.0,Yes
USR00073,SES00073,Add to Cart,2026-01-28 22:49:27,Desktop,US,Social Media,Clothing,0.0,Yes
USR00074,SES00074,Browse,2026-01-12 03:14:20,Mobile,US,Email,Grocery,0.0,Yes
USR00075,SES00075,Browse,2026-01-06 16:09:06,Mobile,UK,Email,Books,0.0,Yes
USR00076,SES00076,Browse,2026-02-01 06:53:41,Desktop,UK,Email,Clothing,0.0,No
USR00076,SES00076,Add to Cart,2026-02-01 06:56:41,Mobile,US,Email,Grocery,0.0,No
USR00076,SES00076,Checkout,2026-02-01 06:59:41,Desktop,UK,Organic,Books,0.0,No
USR00076,SES00076,Purchase,2026-02-01 07:02:41,Tablet,UK,Paid Ads,Clothing,413.52,No
USR00077,SES00077,Browse,2026-01-26 08:27:20,Mobile,UK,Social Media,Clothing,0.0,Yes
USR00077,SES00077,Add to Cart,2026-01-26 08:30:20,Tablet,Germany,Paid Ads,Electronics,0.0,Yes
USR00077,SES00077,Checkout,2026-01-26 08:34:20,Desktop,UK,Social Media,Grocery,0.0,Yes
USR00078,SES00078,Browse,2026-01-15 10:22:48,Desktop,India,Paid Ads,Grocery,0.0,Yes
USR00078,SES00078,Add to Cart,2026-01-15 10:24:48,Mobile,US,Organic,Grocery,0.0,Yes
USR00079,SES00079,Browse,2026-01-10 06:41:32,Desktop,UK,Organic,Electronics,0.0,Yes
USR00079,SES00079,Add to Cart,2026-01-10 06:45:32,Mobile,US,Email,Grocery,0.0,Yes
USR00079,SES00079,Checkout,2026-01-10 06:49:32,Tablet,US,Social Media,Books,0.0,Yes
USR00080,SES00080,Browse,2026-01-13 01:51:30,Mobile,UK,Paid Ads,Books,0.0,Yes
USR00080,SES00080,Add to Cart,2026-01-13 01:56:30,Mobile,Germany,Organic,Books,0.0,Yes
USR00081,SES00081,Browse,2026-01-20 05:20:04,Mobile,India,Organic,Electronics,0.0,No
USR00081,SES00081,Add to Cart,2026-01-20 05:22:04,Mobile,India,Social Media,Books,0.0,No
USR00081,SES00081,Checkout,2026-01-20 05:27:04,Tablet,US,Organic,Grocery,0.0,No
USR00081,SES00081,Purchase,2026-01-20 05:29:04,Mobile,Germany,Paid Ads,Clothing,1506.03,No
USR00082,SES00082,Browse,2026-01-06 02:30:56,Desktop,US,Paid Ads,Clothing,0.0,Yes
USR00082,SES00082,Add to Cart,2026-01-06 02:32:56,Desktop,US,Social Media,Clothing,0.0,Yes
USR00082,SES00082,Checkout,2026-01-06 02:34:56,Tablet,India,Organic,Grocery,0.0,Yes
USR00083,SES00083,Browse,2026-01-21 01:11:49,Tablet,Germany,Paid Ads,Electronics,0.0,Yes
USR00083,SES00083,Add to Cart,2026-01-21 01:13:49,Desktop,Germany,Email,Electronics,0.0,Yes
USR00084,SES00084,Browse,2026-01-06 00:56:20,Tablet,UK,Social Media,Books,0.0,Yes
USR00084,SES00084,Add to Cart,2026-01-06 01:01:20,Mobile,Germany,Organic,Grocery,0.0,Yes
USR00084,SES00084,Checkout,2026-01-06 01:03:20,Desktop,UK,Social Media,Grocery,0.0,Yes
USR00085,SES00085,Browse,2026-01-07 02:12:44,Tablet,India,Paid Ads,Electronics,0.0,No
USR00085,SES00085,Add to Cart,2026-01-07 02:16:44,Desktop,UK,Paid Ads,Clothing,0.0,No
USR00085,SES00085,Checkout,2026-01-07 02:21:44,Tablet,UK,Organic,Clothing,0.0,No
USR00085,SES00085,Purchase,2026-01-07 02:24:44,Mobile,UK,Email,Grocery,238.25,No
USR00086,SES00086,Browse,2026-01-15 04:49:56,Mobile,UK,Paid Ads,Clothing,0.0,Yes
USR00087,SES00087,Browse,2026-02-01 07:05:42,Mobile,India,Paid Ads,Electronics,0.0,No
USR00087,SES00087,Add to Cart,2026-02-01 07:10:42,Tablet,US,Email,Electronics,0.0,No
USR00087,SES00087,Checkout,2026-02-01 07:13:42,Desktop,India,Paid Ads,Electronics,0.0,No
USR00087,SES00087,Purchase,2026-02-01 07:16:42,Mobile,Germany,Organic,Grocery,942.22,No
USR00088,SES00088,Browse,2026-01-23 15:43:41,Tablet,US,Organic,Books,0.0,Yes
USR00088,SES00088,Add to Cart,2026-01-23 15:45:41,Mobile,India,Paid Ads,Grocery,0.0,Yes
USR00089,SES00089,Browse,2026-01-28 00:52:15,Desktop,Germany,Email,Grocery,0.0,Yes
USR00089,SES00089,Add to Cart,2026-01-28 00:56:15,Mobile,US,Paid Ads,Grocery,0.0,Yes
USR00089,SES00089,Checkout,2026-01-28 00:59:15,Mobile,India,Paid Ads,Books,0.0,Yes
USR00090,SES00090,Browse,2026-01-25 02:57:06,Tablet,UK,Paid Ads,Electronics,0.0,Yes
USR00090,SES00090,Add to Cart,2026-01-25 03:02:06,Mobile,Germany,Email,Books,0.0,Yes
USR00091,SES00091,Browse,2026-01-13 13:04:48,Desktop,UK,Email,Electronics,0.0,Yes
USR00091,SES00091,Add to Cart,2026-01-13 13:06:48,Desktop,India,Paid Ads,Grocery,0.0,Yes
USR00091,SES00091,Checkout,2026-01-13 13:09:48,Mobile,India,Email,Books,0.0,Yes
USR00092,SES00092,Browse,2026-01-27 12:00:09,Tablet,India,Paid Ads,Grocery,0.0,Yes
USR00092,SES00092,Add to Cart,2026-01-27 12:02:09,Mobile,US,Organic,Grocery,0.0,Yes
USR00092,SES00092,Checkout,2026-01-27 12:05:09,Desktop,Germany,Email,Books,0.0,Yes
USR00093,SES00093,Browse,2026-01-22 13:52:14,Tablet,India,Email,Electronics,0.0,Yes
USR00093,SES00093,Add to Cart,2026-01-22 13:57:14,Tablet,Germany,Social Media,Electronics,0.0,Yes
USR00094,SES00094,Browse,2026-01-16 04:02:22,Mobile,Germany,Email,Grocery,0.0,Yes
USR00094,SES00094,Add to Cart,2026-01-16 04:07:22,Desktop,India,Social Media,Clothing,0.0,Yes
USR00094,SES00094,Checkout,2026-01-16 04:11:22,Mobile,US,Social Media,Grocery,0.0,Yes
USR00095,SES00095,Browse,2026-01-20 08:59:34,Tablet,UK,Paid Ads,Clothing,0.0,No
USR00095,SES00095,Add to Cart,2026-01-20 09:04:34,Mobile,UK,Email,Electronics,0.0,No
USR00095,SES00095,Checkout,2026-01-20 09:06:34,Tablet,US,Email,Clothing,0.0,No
USR00095,SES00095,Purchase,2026-01-20 09:11:34,Tablet,UK,Organic,Electronics,1666.71,No
USR00096,SES00096,Browse,2026-01-30 20:09:26,Tablet,India,Organic,Books,0.0,Yes
USR00096,SES00096,Add to Cart,2026-01-30 20:12:26,Desktop,Germany,Paid Ads,Clothing,0.0,Yes
USR00096,SES00096,Checkout,2026-01-30 20:17:26,Mobile,Germany,Organic,Grocery,0.0,Yes
USR00097,SES00097,Browse,2026-01-03 12:02:42,Mobile,UK,Social Media,Clothing,0.0,No
USR00097,SES00097,Add to Cart,2026-01-03 12:04:42,Tablet,India,Organic,Clothing,0.0,No
USR00097,SES00097,Checkout,2026-01-03 12:07:42,Desktop,Germany,Social Media,Clothing,0.0,No
USR00097,SES00097,Purchase,2026-01-03 12:09:42,Desktop,Germany,Social Media,Electronics,1336.04,No
USR00098,SES00098,Browse,2026-01-21 22:15:58,Mobile,UK,Email,Electronics,0.0,Yes
USR00099,SES00099,Browse,2026-01-13 08:38:26,Desktop,UK,Email,Grocery,0.0,Yes
USR00100,SES00100,Browse,2026-01-24 11:21:29,Tablet,US,Organic,Clothing,0.0,Yes
USR00100,SES00100,Add to Cart,2026-01-24 11:25:29,Tablet,Germany,Paid Ads,Clothing,0.0,Yes
USR00100,SES00100,Checkout,2026-01-24 11:30:29,Desktop,UK,Social Media,Clothing,0.0,Yes
USR00101,SES00101,Browse,2026-01-16 11:06:42,Mobile,India,Paid Ads,Clothing,0.0,Yes
USR00101,SES00101,Add to Cart,2026-01-16 11:08:42,Desktop,Germany,Email,Electronics,0.0,Yes
USR00102,SES00102,Browse,2026-01-18 18:19:27,Tablet,India,Organic,Books,0.0,Yes
USR00102,SES00102,Add to Cart,2026-01-18 18:23:27,Desktop,India,Social Media,Grocery,0.0,Yes
USR00102,SES00102,Checkout,2026-01-18 18:28:27,Tablet,India,Organic,Clothing,0.0,Yes
USR00103,SES00103,Browse,2026-01-26 02:40:13,Tablet,UK,Organic,Grocery,0.0,Yes
USR00104,SES00104,Browse,2026-01-26 05:41:01,Tablet,UK,Email,Books,0.0,Yes
USR00105,SES00105,Browse,2026-01-15 01:27:40,Tablet,India,Social Media,Books,0.0,Yes
USR00106,SES00106,Browse,2026-01-02 12:53:25,Desktop,UK,Email,Books,0.0,Yes
USR00107,SES00107,Browse,2026-01-20 17:05:53,Tablet,Germany,Paid Ads,Electronics,0.0,Yes
USR00107,SES00107,Add to Cart,2026-01-20 17:09:53,Desktop,Germany,Organic,Grocery,0.0,Yes
USR00108,SES00108,Browse,2026-01-18 20:02:43,Tablet,Germany,Organic,Clothing,0.0,Yes
USR00108,SES00108,Add to Cart,2026-01-18 20:06:43,Desktop,India,Paid Ads,Electronics,0.0,Yes
USR00108,SES00108,Checkout,2026-01-18 20:11:43,Tablet,US,Email,Books,0.0,Yes
USR00109,SES00109,Browse,2026-01-11 13:05:59,Desktop,UK,Paid Ads,Electronics,0.0,Yes
USR00109,SES00109,Add to Cart,2026-01-11 13:09:59,Mobile,Germany,Organic,Clothing,0.0,Yes
USR00110,SES00110,Browse,2026-01-14 06:35:39,Desktop,Germany,Paid Ads,Electronics,0.0,Yes
USR00111,SES00111,Browse,2026-01-27 16:06:50,Mobile,UK,Organic,Clothing,0.0,Yes
USR00111,SES00111,Add to Cart,2026-01-27 16:10:50,Desktop,India,Paid Ads,Books,0.0,Yes
USR00111,SES00111,Checkout,2026-01-27 16:15:50,Desktop,India,Email,Grocery,0.0,Yes
USR00112,SES00112,Browse,2026-01-04 07:12:07,Tablet,India,Organic,Clothing,0.0,Yes
USR00112,SES00112,Add to Cart,2026-01-04 07:16:07,Desktop,India,Paid Ads,Electronics,0.0,Yes
USR00113,SES00113,Browse,2026-01-06 01:12:04,Tablet,US,Paid Ads,Electronics,0.0,Yes
USR00113,SES00113,Add to Cart,2026-01-06 01:15:04,Tablet,Germany,Organic,Clothing,0.0,Yes
USR00113,SES00113,Checkout,2026-01-06 01:18:04,Tablet,India,Social Media,Clothing,0.0,Yes
USR00114,SES00114,Browse,2026-01-09 01:52:12,Tablet,India,Organic,Books,0.0,No
USR00114,SES00114,Add to Cart,2026-01-09 01:56:12,Desktop,India,Email,Grocery,0.0,No
USR00114,SES00114,Checkout,2026-01-09 02:00:12,Desktop,Germany,Email,Grocery,0.0,No
USR00114,SES00114,Purchase,2026-01-09 02:05:12,Desktop,India,Paid Ads,Electronics,1551.47,No
USR00115,SES00115,Browse,2026-01-11 14:47:28,Desktop,India,Email,Books,0.0,Yes
USR00115,SES00115,Add to Cart,2026-01-11 14:50:28,Tablet,US,Organic,Electronics,0.0,Yes
USR00115,SES00115,Checkout,2026-01-11 14:55:28,Desktop,Germany,Social Media,Grocery,0.0,Yes
USR00116,SES00116,Browse,2026-01-13 20:55:01,Tablet,UK,Organic,Electronics,0.0,Yes
USR00116,SES00116,Add to Cart,2026-01-13 20:58:01,Desktop,US,Organic,Clothing,0.0,Yes
USR00117,SES00117,Browse,2026-01-28 17:40:19,Tablet,Germany,Social Media,Electronics,0.0,Yes
USR00117,SES00117,Add to Cart,2026-01-28 17:42:19,Tablet,US,Organic,Books,0.0,Yes
USR00117,SES00117,Checkout,2026-01-28 17:44:19,Desktop,US,Paid Ads,Electronics,0.0,Yes
USR00118,SES00118,Browse,2026-01-05 14:04:44,Tablet,India,Email,Clothing,0.0,Yes
